age, job , marital , education , default , balance , housing , loan , contact , day , month , duration , campaign , pdays , previous , poutcome , y 
77, retired , married , primary , no ,680, no , no , telephone ,27, nov ,341,4,94,3, failure , no 
34, technician , married , secondary , no ,0, yes , no , cellular ,15, jul ,144,1,-1,0, unknown , no 
33, blue-collar , married , primary , no ,120, yes , no , unknown ,9, may ,250,1,-1,0, unknown , no 
37, technician , married , secondary , no ,1016, yes , yes , cellular ,20, nov ,195,3,8,1, failure , no 
49, self-employed , married , secondary , no ,289, yes , no , cellular ,2, feb ,243,1,-1,0, unknown , no 
31, management , divorced , tertiary , no ,373, no , no , cellular ,10, feb ,132,6,-1,0, unknown , yes 
38, admin. , married , secondary , no ,-241, no , no , cellular ,29, jan ,570,2,-1,0, unknown , no 
41, blue-collar , married , primary , no ,492, yes , yes , unknown ,16, jun ,157,29,-1,0, unknown , no 
39, services , married , secondary , no ,323, no , no , cellular ,9, jun ,874,2,188,6, failure , yes 
39, management , married , unknown , no ,4800, no , no , unknown ,12, jun ,135,3,-1,0, unknown , no 
48, self-employed , married , tertiary , no ,0, no , no , cellular ,29, jan ,1249,3,-1,0, unknown , yes 
47, unemployed , married , primary , no ,4274, no , no , telephone ,28, jan ,852,2,-1,0, unknown , no 
51, entrepreneur , single , tertiary , yes ,15, no , no , unknown ,11, jun ,104,2,-1,0, unknown , no 
42, management , married , tertiary , no ,981, yes , no , cellular ,17, nov ,276,1,-1,0, unknown , no 
34, management , married , tertiary , no ,1725, yes , yes , cellular ,28, jul ,164,7,-1,0, unknown , no 
48, admin. , married , secondary , no ,1060, yes , no , cellular ,20, apr ,87,2,318,3, failure , no 
55, blue-collar , married , secondary , no ,52, yes , no , unknown ,6, may ,182,1,-1,0, unknown , no 
40, entrepreneur , married , tertiary , no ,1024, no , no , cellular ,19, nov ,723,1,-1,0, unknown , no 
26, blue-collar , single , secondary , no ,0, yes , no , cellular ,6, may ,340,1,-1,0, unknown , no 
56, technician , married , tertiary , no ,1663, no , no , unknown ,19, jun ,22,1,-1,0, unknown , no 
52, technician , married , secondary , no ,598, no , no , unknown ,14, may ,266,2,-1,0, unknown , no 
34, admin. , married , primary , no ,412, yes , no , cellular ,13, may ,217,1,287,2, failure , no 
30, services , single , secondary , no ,193, yes , no , cellular ,29, jan ,326,1,244,2, failure , no 
53, retired , divorced , tertiary , no ,599, yes , no , unknown ,13, may ,322,3,-1,0, unknown , no 
31, admin. , single , secondary , no ,690, no , no , cellular ,4, may ,10,4,87,12, failure , no 
33, technician , single , secondary , no ,920, yes , no , cellular ,22, jul ,187,4,-1,0, unknown , no 
52, technician , single , tertiary , no ,1308, yes , no , unknown ,29, may ,361,1,-1,0, unknown , no 
70, retired , divorced , secondary , no ,4572, no , no , cellular ,8, jul ,173,11,162,5, failure , no 
24, student , single , secondary , no ,1809, no , no , cellular ,11, oct ,165,1,95,2, success , yes 
32, blue-collar , single , secondary , no ,160, yes , no , unknown ,9, may ,190,1,-1,0, unknown , no 
44, entrepreneur , married , secondary , no ,2878, yes , no , telephone ,19, nov ,125,3,-1,0, unknown , no 
55, management , divorced , tertiary , no ,481, yes , no , telephone ,14, jul ,79,3,-1,0, unknown , no 
44, blue-collar , married , secondary , no ,233, no , yes , cellular ,9, jul ,150,3,-1,0, unknown , no 
56, management , married , tertiary , no ,664, no , yes , cellular ,18, nov ,71,1,-1,0, unknown , no 
30, blue-collar , single , secondary , no ,0, yes , no , telephone ,23, jul ,40,5,-1,0, unknown , no 
50, admin. , divorced , unknown , no ,4204, no , no , unknown ,19, jun ,335,2,-1,0, unknown , no 
32, management , single , tertiary , no ,462, no , no , cellular ,21, apr ,252,1,-1,0, unknown , no 
38, admin. , married , tertiary , no ,1209, no , no , cellular ,31, jul ,98,5,-1,0, unknown , no 
66, retired , married , secondary , no ,2048, no , no , cellular ,27, aug ,212,1,-1,0, unknown , yes 
34, blue-collar , married , secondary , no ,751, yes , yes , cellular ,17, nov ,1303,1,-1,0, unknown , yes 
27, student , single , tertiary , no ,3687, no , no , cellular ,8, apr ,335,2,-1,0, unknown , no 
52, technician , married , secondary , no ,1697, no , yes , cellular ,27, aug ,549,4,-1,0, unknown , no 
28, blue-collar , married , secondary , no ,1296, yes , yes , cellular ,8, jul ,764,5,-1,0, unknown , no 
61, retired , married , secondary , no ,243, no , no , cellular ,20, apr ,194,1,-1,0, unknown , yes 
38, blue-collar , married , secondary , no ,863, no , no , unknown ,6, jan ,78,1,-1,0, unknown , no 
39, services , married , secondary , no ,186, yes , no , cellular ,17, apr ,433,1,-1,0, unknown , no 
25, technician , single , secondary , no ,173, yes , no , cellular ,15, may ,186,2,-1,0, unknown , no 
52, services , married , secondary , no ,659, no , no , cellular ,28, jan ,390,4,93,1, success , yes 
38, management , married , tertiary , no ,389, yes , no , unknown ,6, may ,262,1,-1,0, unknown , no 
38, technician , divorced , secondary , no ,5733, yes , no , cellular ,12, may ,173,8,278,4, failure , no 
31, management , married , tertiary , no ,527, yes , yes , cellular ,15, may ,98,2,359,1, failure , no 
58, retired , divorced , primary , no ,720, no , no , telephone ,22, may ,250,1,94,4, success , no 
55, admin. , married , secondary , no ,865, yes , no , cellular ,27, oct ,96,1,111,3, failure , no 
39, technician , married , secondary , no ,694, yes , no , cellular ,23, jul ,413,5,-1,0, unknown , no 
58, admin. , married , secondary , no ,749, yes , no , unknown ,14, may ,151,2,-1,0, unknown , no 
29, management , single , tertiary , no ,1739, yes , no , cellular ,3, jun ,114,1,-1,0, unknown , no 
32, blue-collar , divorced , secondary , no ,98, yes , no , cellular ,29, jan ,364,2,-1,0, unknown , no 
29, technician , single , tertiary , no ,2893, yes , no , unknown ,3, jun ,250,1,-1,0, unknown , no 
32, management , single , tertiary , no ,819, yes , no , cellular ,20, apr ,114,2,-1,0, unknown , yes 
31, services , married , secondary , no ,143, yes , no , cellular ,13, may ,221,2,-1,0, unknown , no 
37, blue-collar , married , secondary , no ,3574, yes , no , unknown ,6, jun ,117,1,-1,0, unknown , no 
34, admin. , single , secondary , no ,-32, no , yes , cellular ,30, apr ,246,2,-1,0, unknown , yes 
29, blue-collar , married , primary , no ,258, yes , no , unknown ,26, may ,130,1,-1,0, unknown , no 
60, technician , divorced , tertiary , no ,-361, no , yes , cellular ,28, jul ,76,6,-1,0, unknown , no 
41, entrepreneur , single , primary , no ,7264, no , yes , unknown ,1, jul ,125,3,-1,0, unknown , no 
41, technician , married , secondary , no ,634, no , no , cellular ,7, aug ,122,2,-1,0, unknown , no 
37, blue-collar , married , secondary , no ,132, no , no , unknown ,27, may ,336,2,-1,0, unknown , no 
56, technician , single , secondary , no ,1437, yes , no , cellular ,20, nov ,367,8,-1,0, unknown , no 
37, technician , single , secondary , no ,265, yes , yes , cellular ,3, feb ,140,1,366,2, failure , yes 
49, services , married , secondary , no ,66, yes , yes , cellular ,21, nov ,59,4,-1,0, unknown , no 
35, management , married , tertiary , no ,1684, yes , no , cellular ,28, aug ,39,8,-1,0, unknown , no 
47, blue-collar , married , primary , no ,643, yes , no , unknown ,20, jun ,18,6,-1,0, unknown , no 
31, technician , single , tertiary , no ,-162, yes , no , cellular ,18, may ,380,1,-1,0, unknown , no 
25, student , single , secondary , no ,722, yes , no , unknown ,19, jun ,172,1,-1,0, unknown , no 
47, technician , married , secondary , no ,-545, yes , yes , unknown ,26, may ,140,5,-1,0, unknown , no 
48, technician , divorced , secondary , no ,40, no , no , unknown ,12, may ,300,3,-1,0, unknown , no 
42, services , married , unknown , no ,-1085, no , yes , cellular ,21, nov ,45,1,-1,0, unknown , no 
36, management , married , tertiary , no ,0, no , yes , cellular ,4, aug ,89,1,-1,0, unknown , no 
42, entrepreneur , married , tertiary , no ,373, no , no , cellular ,17, nov ,174,1,154,3, failure , no 
30, technician , single , secondary , no ,3568, yes , no , cellular ,7, apr ,265,1,-1,0, unknown , no 
56, admin. , married , secondary , no ,292, yes , no , unknown ,28, may ,228,9,-1,0, unknown , no 
43, technician , married , secondary , no ,246, no , no , cellular ,25, aug ,113,6,-1,0, unknown , no 
42, services , divorced , primary , no ,0, yes , no , cellular ,9, feb ,216,2,-1,0, unknown , no 
53, admin. , married , secondary , no ,8892, yes , no , cellular ,13, may ,177,1,174,1, failure , no 
19, student , single , primary , no ,56, no , no , cellular ,12, aug ,246,1,-1,0, unknown , no 
29, management , single , tertiary , no ,266, no , no , cellular ,12, aug ,176,1,185,1, failure , no 
38, blue-collar , married , secondary , no ,1627, no , no , unknown ,16, jun ,1323,9,-1,0, unknown , yes 
31, technician , married , secondary , no ,183, no , no , cellular ,16, apr ,495,1,-1,0, unknown , yes 
32, technician , married , secondary , no ,68, yes , no , cellular ,9, jul ,224,1,-1,0, unknown , no 
60, retired , married , primary , no ,280, no , no , telephone ,8, jul ,291,1,-1,0, unknown , no 
31, services , married , secondary , no ,428, yes , no , unknown ,21, may ,272,1,-1,0, unknown , no 
33, services , married , secondary , no ,610, no , yes , cellular ,19, aug ,116,7,-1,0, unknown , no 
32, management , single , tertiary , no ,-252, yes , no , cellular ,15, may ,250,1,-1,0, unknown , no 
52, entrepreneur , married , tertiary , yes ,-2, no , no , cellular ,18, nov ,245,1,-1,0, unknown , no 
52, technician , married , secondary , no ,279, no , yes , cellular ,14, jul ,197,3,-1,0, unknown , no 
45, blue-collar , married , secondary , no ,2152, no , no , unknown ,9, jun ,92,1,-1,0, unknown , no 
58, management , married , tertiary , no ,299, no , no , cellular ,16, jul ,120,4,-1,0, unknown , no 
35, management , married , tertiary , no ,222, yes , no , cellular ,18, nov ,187,2,-1,0, unknown , no 
46, housemaid , married , primary , no ,1676, no , no , unknown ,6, jun ,56,2,-1,0, unknown , no 
55, unemployed , married , secondary , no ,1339, no , no , cellular ,2, feb ,299,2,-1,0, unknown , no 
37, unemployed , married , secondary , no ,459, no , no , cellular ,20, nov ,109,4,-1,0, unknown , no 
54, management , married , tertiary , no ,154, no , no , unknown ,9, may ,155,3,-1,0, unknown , no 
59, unemployed , married , secondary , no ,957, no , no , cellular ,8, mar ,301,1,89,2, success , yes 
49, services , single , secondary , no ,5028, yes , no , unknown ,12, may ,891,1,-1,0, unknown , no 
46, unknown , married , unknown , no ,677, no , no , cellular ,3, feb ,425,1,82,1, failure , no 
42, management , divorced , tertiary , no ,580, yes , no , cellular ,31, jul ,216,2,-1,0, unknown , no 
48, management , married , tertiary , no ,2460, no , no , cellular ,27, aug ,106,11,-1,0, unknown , no 
22, self-employed , single , tertiary , no ,780, no , no , cellular ,17, mar ,272,3,-1,0, unknown , yes 
50, management , divorced , secondary , no ,2, no , no , cellular ,19, nov ,208,1,-1,0, unknown , no 
52, blue-collar , divorced , secondary , no ,0, no , yes , cellular ,15, jul ,231,2,-1,0, unknown , no 
43, services , married , secondary , no ,122, yes , no , cellular ,5, may ,355,2,-1,0, unknown , no 
55, management , divorced , tertiary , no ,3092, yes , no , cellular ,22, jul ,165,2,-1,0, unknown , no 
34, technician , married , tertiary , no ,555, yes , no , cellular ,7, aug ,144,18,-1,0, unknown , no 
52, technician , divorced , secondary , no ,144, yes , no , cellular ,15, may ,362,1,-1,0, unknown , no 
35, admin. , married , secondary , no ,-312, no , no , cellular ,9, apr ,188,1,-1,0, unknown , no 
19, student , single , unknown , no ,1169, no , no , cellular ,6, feb ,463,18,-1,0, unknown , no 
49, blue-collar , single , secondary , no ,725, yes , no , cellular ,13, may ,29,6,348,4, other , no 
56, admin. , married , secondary , no ,346, yes , yes , unknown ,30, may ,46,3,-1,0, unknown , no 
44, management , married , tertiary , no ,0, no , no , cellular ,8, jul ,54,2,-1,0, unknown , no 
34, unemployed , single , secondary , no ,0, no , no , cellular ,17, nov ,63,2,-1,0, unknown , no 
37, entrepreneur , married , secondary , no ,1290, no , no , cellular ,9, feb ,87,2,-1,0, unknown , no 
37, blue-collar , married , secondary , no ,2023, yes , no , cellular ,10, jul ,214,1,-1,0, unknown , no 
32, management , married , tertiary , no ,250, yes , no , cellular ,1, apr ,247,2,-1,0, unknown , no 
43, management , married , primary , no ,8167, yes , no , unknown ,19, may ,114,2,-1,0, unknown , no 
51, blue-collar , married , primary , no ,1938, no , no , unknown ,19, jun ,61,1,-1,0, unknown , no 
56, technician , married , secondary , no ,378, yes , yes , cellular ,20, apr ,12,2,-1,0, unknown , no 
60, management , divorced , tertiary , no ,366, no , no , cellular ,3, jun ,593,1,-1,0, unknown , yes 
21, blue-collar , married , primary , no ,-172, yes , yes , cellular ,15, may ,409,1,361,3, failure , yes 
46, admin. , married , secondary , no ,120, yes , no , unknown ,14, may ,20,11,-1,0, unknown , no 
52, retired , divorced , tertiary , no ,3687, yes , yes , unknown ,16, jun ,741,4,-1,0, unknown , yes 
26, self-employed , married , secondary , no ,492, yes , yes , cellular ,15, may ,439,4,-1,0, unknown , no 
45, housemaid , married , secondary , no ,698, yes , no , unknown ,17, jun ,160,4,-1,0, unknown , no 
29, management , married , tertiary , no ,55, yes , no , cellular ,10, jul ,235,1,-1,0, unknown , no 
57, blue-collar , married , primary , no ,52, yes , no , unknown ,5, may ,38,1,-1,0, unknown , no 
45, student , single , unknown , no ,1527, no , no , cellular ,8, mar ,132,1,-1,0, unknown , yes 
60, retired , married , secondary , no ,2516, yes , yes , cellular ,4, feb ,279,3,266,1, failure , no 
32, technician , married , tertiary , no ,463, yes , no , unknown ,13, may ,128,2,-1,0, unknown , no 
59, retired , divorced , secondary , no ,1026, no , no , unknown ,5, nov ,669,1,-1,0, unknown , yes 
34, management , single , tertiary , no ,2015, no , no , unknown ,21, may ,388,1,-1,0, unknown , no 
33, blue-collar , single , secondary , no ,372, yes , no , unknown ,23, may ,92,1,-1,0, unknown , no 
37, blue-collar , married , primary , no ,250, yes , no , cellular ,20, apr ,239,3,347,1, failure , no 
32, management , married , tertiary , no ,0, no , no , cellular ,19, nov ,66,1,-1,0, unknown , no 
36, management , married , secondary , no ,122, yes , no , unknown ,19, may ,39,7,-1,0, unknown , no 
34, management , married , tertiary , no ,2037, no , no , cellular ,15, dec ,324,2,-1,0, unknown , yes 
56, blue-collar , married , primary , no ,828, yes , no , cellular ,14, may ,214,1,349,1, failure , no 
57, admin. , married , tertiary , no ,9311, no , no , unknown ,20, jun ,485,3,-1,0, unknown , no 
39, admin. , single , secondary , no ,2749, yes , no , cellular ,19, nov ,128,1,-1,0, unknown , no 
33, unemployed , single , unknown , no ,170, yes , no , unknown ,3, jun ,327,1,-1,0, unknown , no 
32, management , single , tertiary , no ,23, no , no , cellular ,22, may ,137,2,-1,0, unknown , no 
42, admin. , single , secondary , no ,1601, no , no , unknown ,20, jun ,23,2,-1,0, unknown , no 
26, admin. , single , primary , no ,-122, yes , no , unknown ,23, jun ,670,3,-1,0, unknown , yes 
29, management , single , tertiary , no ,874, yes , no , cellular ,16, sep ,152,1,103,1, success , yes 
35, technician , divorced , tertiary , no ,20, yes , yes , cellular ,7, aug ,51,2,-1,0, unknown , no 
56, management , married , tertiary , no ,3172, yes , no , cellular ,5, feb ,139,1,-1,0, unknown , no 
40, blue-collar , married , secondary , no ,5880, yes , no , unknown ,26, may ,125,6,-1,0, unknown , no 
41, blue-collar , married , primary , no ,1461, yes , no , unknown ,6, jun ,554,2,-1,0, unknown , yes 
37, management , married , secondary , no ,510, yes , no , cellular ,19, nov ,67,2,90,6, failure , no 
37, self-employed , married , secondary , no ,1633, no , no , cellular ,7, jul ,629,2,-1,0, unknown , yes 
27, technician , single , secondary , no ,3933, no , no , cellular ,28, jul ,837,3,-1,0, unknown , yes 
47, blue-collar , single , primary , no ,10558, yes , no , cellular ,13, may ,81,3,174,2, other , no 
37, technician , married , secondary , no ,430, no , no , cellular ,27, aug ,154,4,-1,0, unknown , no 
49, blue-collar , married , secondary , no ,2631, yes , no , unknown ,14, may ,76,2,-1,0, unknown , no 
54, management , married , tertiary , no ,12, no , no , telephone ,31, jul ,77,4,-1,0, unknown , no 
40, management , single , tertiary , no ,185, no , no , cellular ,29, aug ,173,4,-1,0, unknown , no 
41, blue-collar , single , primary , no ,1618, yes , no , unknown ,14, may ,1553,1,-1,0, unknown , yes 
46, management , married , tertiary , no ,587, no , no , telephone ,2, feb ,186,1,-1,0, unknown , no 
44, self-employed , single , tertiary , no ,149, yes , no , unknown ,19, may ,332,10,-1,0, unknown , no 
36, management , married , tertiary , no ,502, yes , no , unknown ,21, may ,509,1,-1,0, unknown , no 
36, technician , married , secondary , no ,26, no , no , unknown ,9, jun ,73,1,-1,0, unknown , no 
64, technician , married , tertiary , no ,826, no , no , telephone ,22, apr ,101,1,-1,0, unknown , no 
46, management , married , secondary , no ,0, no , no , cellular ,18, nov ,1855,1,-1,0, unknown , yes 
52, blue-collar , married , secondary , no ,148, yes , no , unknown ,13, may ,83,1,-1,0, unknown , no 
56, admin. , married , secondary , no ,550, yes , no , cellular ,12, may ,398,2,-1,0, unknown , no 
34, admin. , married , secondary , no ,159, yes , no , cellular ,21, jul ,124,1,-1,0, unknown , no 
33, technician , single , secondary , no ,5833, yes , no , cellular ,8, aug ,93,2,-1,0, unknown , no 
45, blue-collar , married , secondary , no ,96, yes , no , cellular ,13, apr ,348,3,256,2, failure , yes 
37, technician , married , secondary , no ,1762, no , no , cellular ,16, apr ,334,2,-1,0, unknown , yes 
49, technician , married , secondary , no ,808, yes , no , cellular ,28, jan ,1232,1,-1,0, unknown , yes 
48, services , single , unknown , no ,5095, yes , no , unknown ,16, jun ,71,1,-1,0, unknown , no 
43, management , married , secondary , no ,373, yes , no , unknown ,28, may ,54,1,-1,0, unknown , no 
45, management , single , tertiary , no ,2067, yes , no , cellular ,13, aug ,393,2,462,1, success , yes 
32, blue-collar , married , secondary , no ,523, yes , no , unknown ,23, may ,116,5,-1,0, unknown , no 
33, management , married , tertiary , no ,4570, no , no , cellular ,22, aug ,1258,2,-1,0, unknown , yes 
57, retired , divorced , secondary , no ,39, yes , no , cellular ,30, jul ,354,3,-1,0, unknown , no 
49, management , married , secondary , no ,321, no , no , unknown ,9, jun ,135,3,-1,0, unknown , no 
26, technician , married , tertiary , no ,3825, yes , no , unknown ,13, may ,107,1,-1,0, unknown , no 
56, unemployed , divorced , primary , no ,438, no , no , unknown ,20, jun ,139,2,-1,0, unknown , no 
50, technician , divorced , secondary , no ,1303, no , no , telephone ,30, jul ,274,2,-1,0, unknown , no 
37, technician , single , secondary , no ,29, no , no , unknown ,3, jul ,269,2,-1,0, unknown , no 
25, student , single , secondary , no ,3165, no , no , telephone ,20, oct ,251,2,-1,0, unknown , no 
30, admin. , single , secondary , yes ,-242, no , no , unknown ,4, jun ,276,1,-1,0, unknown , no 
41, management , single , tertiary , no ,195, no , no , cellular ,20, nov ,125,1,167,2, failure , no 
50, technician , divorced , tertiary , no ,1679, yes , no , cellular ,24, jul ,604,2,-1,0, unknown , no 
43, housemaid , married , secondary , no ,2220, no , no , cellular ,27, aug ,177,3,-1,0, unknown , no 
24, blue-collar , single , secondary , no ,5482, yes , no , cellular ,18, may ,424,2,-1,0, unknown , no 
40, blue-collar , single , unknown , no ,24, yes , no , unknown ,5, may ,185,1,-1,0, unknown , no 
33, admin. , married , secondary , no ,353, yes , no , cellular ,19, nov ,107,2,-1,0, unknown , no 
53, retired , single , tertiary , no ,888, yes , no , cellular ,9, jul ,128,1,-1,0, unknown , no 
37, entrepreneur , married , primary , no ,62, no , no , cellular ,31, jul ,404,2,-1,0, unknown , no 
27, technician , single , secondary , no ,218, yes , no , cellular ,14, may ,1462,2,352,1, failure , no 
47, admin. , divorced , secondary , no ,2232, no , no , cellular ,27, may ,439,1,103,1, success , yes 
38, blue-collar , married , primary , no ,1455, yes , no , telephone ,12, may ,101,2,356,2, failure , no 
30, management , single , tertiary , no ,280, no , no , cellular ,12, aug ,100,1,-1,0, unknown , no 
26, blue-collar , single , secondary , no ,191, yes , no , cellular ,6, may ,550,1,-1,0, unknown , yes 
36, management , single , tertiary , no ,5958, yes , no , cellular ,22, sep ,155,1,184,1, success , yes 
52, management , married , secondary , no ,3258, no , no , unknown ,5, jun ,234,3,-1,0, unknown , no 
57, management , married , tertiary , no ,350, no , no , telephone ,4, may ,87,3,-1,0, unknown , no 
33, services , married , secondary , no ,624, yes , no , cellular ,15, may ,423,1,-1,0, unknown , no 
56, blue-collar , married , primary , no ,8163, no , no , cellular ,14, aug ,1231,4,-1,0, unknown , yes 
30, technician , single , tertiary , no ,4321, yes , no , cellular ,28, jul ,257,6,-1,0, unknown , no 
35, blue-collar , married , secondary , no ,53, yes , no , unknown ,16, may ,258,2,-1,0, unknown , no 
28, management , single , tertiary , no ,207, no , no , cellular ,28, aug ,129,1,94,4, failure , no 
40, housemaid , married , primary , no ,1832, no , no , cellular ,6, feb ,213,4,-1,0, unknown , no 
33, management , divorced , tertiary , no ,312, yes , yes , cellular ,13, may ,23,1,359,3, failure , no 
44, technician , married , tertiary , no ,1818, yes , yes , cellular ,3, feb ,508,1,92,4, failure , yes 
37, services , married , secondary , no ,343, yes , yes , cellular ,7, jul ,74,7,-1,0, unknown , no 
36, admin. , single , secondary , no ,507, yes , no , cellular ,18, may ,264,1,300,2, success , no 
49, services , divorced , secondary , no ,470, yes , no , unknown ,9, may ,659,2,-1,0, unknown , no 
33, technician , single , secondary , no ,341, no , yes , unknown ,12, may ,289,3,-1,0, unknown , no 
33, admin. , married , tertiary , no ,281, yes , no , cellular ,6, may ,257,1,365,1, failure , no 
46, blue-collar , married , secondary , no ,2603, yes , yes , cellular ,11, may ,50,3,277,2, failure , no 
75, retired , married , secondary , no ,1470, no , no , telephone ,27, feb ,49,1,-1,0, unknown , no 
46, technician , married , secondary , no ,1975, yes , no , cellular ,8, aug ,41,2,-1,0, unknown , no 
52, admin. , single , unknown , no ,872, yes , no , telephone ,18, may ,82,6,335,1, other , no 
45, technician , single , primary , no ,237, yes , no , cellular ,14, apr ,110,1,263,1, failure , no 
59, retired , divorced , secondary , no ,93, no , no , unknown ,26, may ,193,2,-1,0, unknown , no 
31, blue-collar , married , secondary , no ,-112, yes , no , cellular ,12, may ,584,2,-1,0, unknown , no 
31, management , single , tertiary , no ,41, yes , no , cellular ,18, aug ,392,2,-1,0, unknown , no 
44, management , married , tertiary , no ,13893, no , no , unknown ,11, jun ,29,2,-1,0, unknown , no 
38, blue-collar , married , secondary , no ,1434, no , no , unknown ,6, jun ,396,4,-1,0, unknown , no 
42, management , divorced , secondary , no ,317, yes , no , cellular ,20, apr ,136,3,-1,0, unknown , no 
64, management , married , tertiary , no ,3951, no , no , cellular ,28, jan ,134,1,91,1, success , yes 
57, management , divorced , unknown , no ,2986, no , no , cellular ,17, dec ,222,2,231,1, failure , yes 
36, technician , married , secondary , no ,216, no , no , cellular ,29, aug ,80,2,-1,0, unknown , no 
52, blue-collar , married , secondary , no ,223, no , no , cellular ,20, aug ,81,4,-1,0, unknown , no 
51, admin. , married , secondary , no ,0, yes , yes , cellular ,30, jan ,150,1,252,1, failure , no 
37, entrepreneur , single , tertiary , no ,-961, no , no , cellular ,13, apr ,294,1,-1,0, unknown , no 
53, housemaid , married , primary , yes ,945, no , no , cellular ,29, jan ,82,2,-1,0, unknown , no 
34, blue-collar , single , secondary , yes ,-115, yes , no , unknown ,14, may ,360,1,-1,0, unknown , no 
43, blue-collar , married , primary , no ,103, yes , no , unknown ,17, jun ,179,2,-1,0, unknown , no 
46, unemployed , married , secondary , no ,562, no , no , cellular ,8, jul ,491,1,-1,0, unknown , no 
48, services , divorced , secondary , no ,-361, yes , no , cellular ,12, may ,1062,3,349,3, other , yes 
37, management , married , tertiary , no ,257, no , no , unknown ,20, sep ,11,1,-1,0, unknown , no 
30, admin. , married , secondary , no ,-1049, yes , no , unknown ,20, jun ,160,2,-1,0, unknown , no 
39, services , single , primary , no ,471, yes , no , cellular ,18, may ,61,4,362,1, failure , no 
58, retired , married , tertiary , no ,138, no , no , cellular ,7, may ,143,1,346,5, failure , no 
29, unemployed , married , secondary , no ,596, no , no , cellular ,30, jan ,510,2,-1,0, unknown , no 
36, management , single , tertiary , no ,1520, no , no , cellular ,22, aug ,101,2,-1,0, unknown , no 
30, services , single , primary , no ,79, yes , no , cellular ,15, may ,317,1,-1,0, unknown , no 
34, admin. , single , tertiary , no ,1199, no , no , telephone ,18, nov ,67,7,-1,0, unknown , no 
52, unemployed , divorced , secondary , no ,230, no , no , cellular ,24, dec ,422,2,-1,0, unknown , yes 
52, entrepreneur , married , unknown , no ,0, yes , no , unknown ,13, may ,165,2,-1,0, unknown , no 
45, housemaid , married , tertiary , no ,40, yes , no , cellular ,3, sep ,81,1,213,1, failure , no 
55, blue-collar , married , primary , no ,-317, yes , no , unknown ,28, may ,152,1,-1,0, unknown , no 
27, management , single , tertiary , no ,2849, no , no , cellular ,5, feb ,335,1,-1,0, unknown , no 
34, management , married , tertiary , no ,1906, yes , no , cellular ,14, jul ,68,3,-1,0, unknown , no 
57, retired , married , secondary , no ,427, no , no , cellular ,29, jan ,246,1,-1,0, unknown , no 
55, management , divorced , tertiary , no ,0, no , no , cellular ,22, oct ,360,5,-1,0, unknown , yes 
44, blue-collar , married , primary , no ,93, yes , no , cellular ,17, nov ,230,1,-1,0, unknown , no 
41, blue-collar , married , primary , no ,-75, yes , no , cellular ,18, may ,115,1,-1,0, unknown , no 
50, blue-collar , married , primary , no ,162, yes , no , cellular ,7, may ,924,3,-1,0, unknown , no 
33, management , married , tertiary , no ,0, yes , no , cellular ,7, apr ,366,1,-1,0, unknown , no 
51, technician , married , secondary , no ,614, no , no , cellular ,17, nov ,85,2,-1,0, unknown , no 
66, management , married , tertiary , no ,6251, no , no , cellular ,10, aug ,273,2,356,10, other , no 
39, blue-collar , married , primary , no ,643, no , yes , cellular ,28, jul ,24,14,-1,0, unknown , no 
56, management , married , tertiary , no ,3039, no , no , unknown ,6, jun ,420,2,-1,0, unknown , no 
38, management , married , tertiary , no ,1952, no , yes , cellular ,23, jul ,237,1,-1,0, unknown , no 
35, blue-collar , married , secondary , no ,21, yes , no , cellular ,8, apr ,663,2,-1,0, unknown , no 
51, services , divorced , secondary , no ,974, yes , yes , cellular ,29, jul ,255,4,-1,0, unknown , no 
35, technician , single , tertiary , no ,670, no , no , cellular ,13, oct ,301,2,-1,0, unknown , yes 
51, blue-collar , divorced , secondary , no ,734, yes , yes , cellular ,5, may ,17,1,-1,0, unknown , no 
44, blue-collar , married , primary , no ,140, yes , no , unknown ,15, may ,7,9,-1,0, unknown , no 
46, management , divorced , tertiary , no ,-154, no , no , cellular ,17, jul ,201,1,-1,0, unknown , no 
33, blue-collar , married , secondary , no ,-112, yes , no , unknown ,28, may ,132,1,-1,0, unknown , no 
76, retired , married , primary , no ,2223, no , no , telephone ,4, feb ,429,1,-1,0, unknown , yes 
39, admin. , single , secondary , no ,0, yes , no , unknown ,6, may ,174,2,-1,0, unknown , no 
57, admin. , married , secondary , no ,4391, no , no , telephone ,4, feb ,1416,1,-1,0, unknown , yes 
25, blue-collar , married , primary , no ,-83, yes , no , unknown ,11, jun ,211,17,-1,0, unknown , no 
24, unemployed , single , secondary , no ,572, no , no , cellular ,4, jun ,442,3,-1,0, unknown , no 
30, technician , single , secondary , no ,237, no , no , cellular ,9, feb ,112,2,-1,0, unknown , no 
59, management , married , tertiary , no ,82, yes , no , cellular ,17, apr ,324,4,-1,0, unknown , no 
46, management , married , unknown , no ,2296, no , no , unknown ,5, jun ,67,2,-1,0, unknown , no 
30, blue-collar , single , secondary , no ,609, yes , no , unknown ,14, may ,402,1,-1,0, unknown , no 
38, technician , married , secondary , no ,710, yes , no , cellular ,17, apr ,196,1,346,3, failure , no 
31, management , married , tertiary , no ,8279, no , no , cellular ,6, aug ,533,2,-1,0, unknown , no 
46, blue-collar , married , secondary , no ,1232, no , yes , cellular ,3, feb ,300,3,195,8, other , no 
